12th	19525800.txt:1 
greavesa	19525800.txt:1 
grecian	19525800.txt:1 
greediness	19525800.txt:1 
greek	19525800.txt:2 
greens	19525800.txt:1 
grim	19525800.txt:1 
griseur	19525800.txt:1 
groannothing	19525800.txt:1 
groat	19525800.txt:1 
guard	19525800.txt:8 
guardians	19525800.txt:2 
guarding	19525800.txt:4 
guess	19525800.txt:9 
guessing	19525800.txt:3 
guide	19525800.txt:3 
ha	19525800.txt:6 
habitable	19525800.txt:1 
had	19525800.txt:960 
hailing	19525800.txt:1 
hairsbreath	19525800.txt:1 
hairy	19525800.txt:1 
half	19525800.txt:29 
hammercloth	19525800.txt:1 
hand	19525800.txt:94 
handmirror	19525800.txt:1 
hands	19525800.txt:50 
hanging	19525800.txt:7 
happy	19525800.txt:31 
hardly	19525800.txt:22 
hare	19525800.txt:1 
harnessed	19525800.txt:1 
has	19525800.txt:181 
hastened	19525800.txt:2 
hatchments	19525800.txt:1 
hath	19525800.txt:2 
haughty	19525800.txt:2 
haunts	19525800.txt:1 
headgear	19525800.txt:1 
headquarters	19525800.txt:1 
hear	19525800.txt:66 
heard	19525800.txt:93 
heavy	19525800.txt:9 
hedges	19525800.txt:2 
heed	19525800.txt:4 
heeds	19525800.txt:1 
heighho	19525800.txt:1 
hell	19525800.txt:1 
helmet	19525800.txt:1 
helmetconch	19525800.txt:1 
helplessness	19525800.txt:1 
herdid	19525800.txt:1 
hereditary	19525800.txt:1 
herif	19525800.txt:1 
hermit	19525800.txt:10 
heroic	19525800.txt:1 
hesitation	19525800.txt:3 
hey	19525800.txt:1 
high	19525800.txt:31 
hinder	19525800.txt:3 
hither	19525800.txt:7 
hoard	19525800.txt:1 
hoist	19525800.txt:1 
homeless	19525800.txt:1 
homely	19525800.txt:3 
homespun	19525800.txt:1 
honeysuckle	19525800.txt:2 
honours	19525800.txt:4 
hood	19525800.txt:11 
hoods	19525800.txt:1 
hooked	19525800.txt:1 
horizon	19525800.txt:1 
horsewhipping	19525800.txt:1 
hosen	19525800.txt:1 
host	19525800.txt:4 
hostess	19525800.txt:8 
hosts	19525800.txt:1 
hot	19525800.txt:5 
hour	19525800.txt:22 
hours	19525800.txt:22 
housekeepers	19525800.txt:2 
housewife	19525800.txt:1 
huffy	19525800.txt:1 
humiliating	19525800.txt:1 
humph	19525800.txt:1 
hungarian	19525800.txt:1 
hunger	19525800.txt:1 
hungry	19525800.txt:3 
hunters	19525800.txt:5 
hurrying	19525800.txt:2 
hurt	19525800.txt:12 
husbandif	19525800.txt:1 
hypocrite	19525800.txt:1 
ignore	19525800.txt:1 
ill	19525800.txt:35 
illadvised	19525800.txt:1 
illfed	19525800.txt:1 
illness	19525800.txt:5 
illtreated	19525800.txt:1 
impassive	19525800.txt:1 
impatiently	19525800.txt:2 
imperially	19525800.txt:1 
impetuosity	19525800.txt:1 
implements	19525800.txt:2 
implored	19525800.txt:2 
imploring	19525800.txt:1 
importantly	19525800.txt:1 
imposing	19525800.txt:1 
impressed	19525800.txt:1 
imprinted	19525800.txt:1 
impropriety	19525800.txt:1 
improved	19525800.txt:3 
improving	19525800.txt:1 
impudent	19525800.txt:2 
impulse	19525800.txt:2 
inaction	19525800.txt:1 
inaugural	19525800.txt:1 
incarceration	19525800.txt:1 
incautious	19525800.txt:1 
incessantly	19525800.txt:1 
incidental	19525800.txt:1 
incisive	19525800.txt:1 
inclined	19525800.txt:5 
indications	19525800.txt:1 
indispensable	19525800.txt:1 
indited	19525800.txt:1 
individual	19525800.txt:2 
induced	19525800.txt:3 
infatuated	19525800.txt:1 
influences	19525800.txt:1 
ingenuous	19525800.txt:4 
ingenuously	19525800.txt:1 
innumerable	19525800.txt:1 
inquisitive	19525800.txt:1 
inroads	19525800.txt:1 
insisting	19525800.txt:1 
instigated	19525800.txt:1 
instructed	19525800.txt:1 
instruction	19525800.txt:1 
insufficient	19525800.txt:1 
insupportable	19525800.txt:1 
intended	19525800.txt:14 
intensely	19525800.txt:1 
intentions	19525800.txt:3 
interest	19525800.txt:10 
interested	19525800.txt:3 
interfered	19525800.txt:1 
interjections	19525800.txt:1 
interminable	19525800.txt:1 
interrogate	19525800.txt:2 
intervening	19525800.txt:1 
interviews	19525800.txt:1 
intonation	19525800.txt:1 
intoxication	19525800.txt:1 
invisible	19525800.txt:3 
iphigenia	19525800.txt:1 
ironically	19525800.txt:1 
irrelevantly	19525800.txt:1 
it	19525800.txt:1030 
iteh	19525800.txt:1 
its	19525800.txt:42 
jealous	19525800.txt:4 
jealously	19525800.txt:2 
jem	19525800.txt:3 
john	19525800.txt:3 
joining	19525800.txt:1 
joseph	19525800.txt:2 
journey	19525800.txt:12 
jove	19525800.txt:2 
jug	19525800.txt:1 
jumbo	19525800.txt:71 
kc	19525800.txt:1 
keenvisaged	19525800.txt:1 
keep	19525800.txt:41 
keeps	19525800.txt:6 
kept	19525800.txt:32 
kicked	19525800.txt:2 
killed	19525800.txt:7 
kingdom	19525800.txt:2 
kisseven	19525800.txt:1 
kissing	19525800.txt:2 
kittens	19525800.txt:1 
knighterrant	19525800.txt:1 
knighthood	19525800.txt:3 
knitted	19525800.txt:1 
knob	19525800.txt:1 
knocked	19525800.txt:7 
knowing	19525800.txt:15 
labours	19525800.txt:2 
labyrinthine	19525800.txt:1 
lack	19525800.txt:7 
lady	19525800.txt:446 
ladylike	19525800.txt:1 
ladys	19525800.txt:63 
ladyship	19525800.txt:34 
lammie	19525800.txt:1 
lamp	19525800.txt:4 
lamplit	19525800.txt:1 
landlords	19525800.txt:1 
lane	19525800.txt:5 
languid	19525800.txt:1 
languor	19525800.txt:1 
lassitude	19525800.txt:1 
last	19525800.txt:79 
later	19525800.txt:15 
latin	19525800.txt:2 
latticed	19525800.txt:1 
laughed	19525800.txt:9 
laughing	19525800.txt:11 
laughs	19525800.txt:1 
lawk	19525800.txt:3 
lawyers	19525800.txt:5 
lay	19525800.txt:18 
laying	19525800.txt:3 
lea	19525800.txt:7 
lead	19525800.txt:8 
lean	19525800.txt:1 
leaped	19525800.txt:2 
leisurely	19525800.txt:1 
lemnian	19525800.txt:1 
lemons	19525800.txt:1 
lesser	19525800.txt:2 
lessons	19525800.txt:3 
level	19525800.txt:2 
levity	19525800.txt:1 
lief	19525800.txt:1 
lieutenant	19525800.txt:1 
life	19525800.txt:66 
lifes	19525800.txt:2 
lift	19525800.txt:2 
light	19525800.txt:51 
lightened	19525800.txt:1 
lightly	19525800.txt:3 
like	19525800.txt:157 
liked	19525800.txt:4 
likes	19525800.txt:3 
likewise	19525800.txt:18 
lincolns	19525800.txt:1 
lioness	19525800.txt:1 
listened	19525800.txt:9 
listening	19525800.txt:9 
literature	19525800.txt:3 
little	19525800.txt:339 
living	19525800.txt:11 
load	19525800.txt:1 
loans	19525800.txt:1 
lobby	19525800.txt:7 
lodgings	19525800.txt:1 
lonely	19525800.txt:9 
longing	19525800.txt:13 
longings	19525800.txt:1 
longwaisted	19525800.txt:1 
looking	19525800.txt:29 
loose	19525800.txt:3 
lootable	19525800.txt:1 
loud	19525800.txt:4 
louis	19525800.txt:2 
lovechaucer	19525800.txt:1 
loveknots	19525800.txt:1 
luck	19525800.txt:2 
lumps	19525800.txt:1 
ma	19525800.txt:4 
macaw	19525800.txt:1 
mad	19525800.txt:4 
madames	19525800.txt:2 
magistrates	19525800.txt:2 
maid	19525800.txt:19 
maidenhood	19525800.txt:1 
maids	19525800.txt:8 
main	19525800.txt:3 
maintained	19525800.txt:4 
maintenance	19525800.txt:1 
malice	19525800.txt:1 
mamma	19525800.txt:13 
man	19525800.txt:84 
manall	19525800.txt:1 
manifested	19525800.txt:1 
manifesting	19525800.txt:1 
manor	19525800.txt:13 
manoriem	19525800.txt:1 
mans	19525800.txt:9 
manycoloured	19525800.txt:1 
marching	19525800.txt:1 
marcht	19525800.txt:1 
mariages	19525800.txt:1 
market	19525800.txt:1 
marlboroughs	19525800.txt:1 
marriages	19525800.txt:1 
marvelous	19525800.txt:1 
mary	19525800.txt:9 
marys	19525800.txt:1 
masked	19525800.txt:2 
mass	19525800.txt:5 
mastery	19525800.txt:2 
matted	19525800.txt:1 
matters	19525800.txt:11 
maybe	19525800.txt:6 
measured	19525800.txt:2 
measures	19525800.txt:2 
meddle	19525800.txt:1 
meed	19525800.txt:1 
melancholics	19525800.txt:1 
melancholythink	19525800.txt:1 
mentioning	19525800.txt:2 
merely	19525800.txt:11 
met	19525800.txt:20 
mewith	19525800.txt:1 
michaelmas	19525800.txt:2 
miladi	19525800.txt:1 
military	19525800.txt:6 
milker	19525800.txt:1 
milkmaid	19525800.txt:2 
milliner	19525800.txt:1 
milton	19525800.txt:1 
minister	19525800.txt:2 
minuets	19525800.txt:2 
minutes	19525800.txt:5 
miracle	19525800.txt:1 
misanthrope	19525800.txt:1 
misanthropy	19525800.txt:1 
mischief	19525800.txt:4 
misgave	19525800.txt:1 
missive	19525800.txt:2 
mistaken	19525800.txt:2 
mistress	19525800.txt:29 
misty	19525800.txt:1 
mock	19525800.txt:1 
mode	19525800.txt:9 
modes	19525800.txt:2 
modestly	19525800.txt:3 
modish	19525800.txt:1 
monkey	19525800.txt:2 
monmouthshire	19525800.txt:4 
montagu	19525800.txt:2 
mood	19525800.txt:4 
moon	19525800.txt:6 
moore	19525800.txt:4 
morals	19525800.txt:1 
moreover	19525800.txt:8 
morsels	19525800.txt:1 
mortimer	19525800.txt:1 
moses	19525800.txt:1 
most	19525800.txt:67 
motheaten	19525800.txt:3 
motherly	19525800.txt:1 
motioning	19525800.txt:1 
mourning	19525800.txt:1 
mousecoloured	19525800.txt:2 
mouthful	19525800.txt:1 
muchtried	19525800.txt:1 
mud	19525800.txt:2 
murmuring	19525800.txt:1 
musing	19525800.txt:2 
muslin	19525800.txt:5 
muttering	19525800.txt:2 
mysterious	19525800.txt:4 
mysteriously	19525800.txt:2 
mythology	19525800.txt:1 
nannerls	19525800.txt:2 
naughty	19525800.txt:6 
navy	19525800.txt:1 
ned	19525800.txt:1 
neer	19525800.txt:1 
neglect	19525800.txt:6 
negros	19525800.txt:2 
neighbouring	19525800.txt:1 
nerved	19525800.txt:2 
nerves	19525800.txt:1 
ness	19525800.txt:1 
nevertheless	19525800.txt:2 
newsletters	19525800.txt:1 
newspapers	19525800.txt:1 
niece	19525800.txt:1 
nightdress	19525800.txt:1 
nightt	19525800.txt:1 
nine	19525800.txt:9 
nineteen	19525800.txt:1 
no	19525800.txt:427 
nod	19525800.txt:1 
nods	19525800.txt:1 
non	19525800.txt:1 
noonchin	19525800.txt:2 
notified	19525800.txt:1 
notions	19525800.txt:4 
notwithstanding	19525800.txt:1 
nowadays	19525800.txt:1 
number	19525800.txt:3 
numerous	19525800.txt:6 
nussery	19525800.txt:1 
o	19525800.txt:30 
obdurate	19525800.txt:1 
obedience	19525800.txt:3 
obey	19525800.txt:4 
objection	19525800.txt:4 
obliged	19525800.txt:12 
obliterating	19525800.txt:1 
obnoxious	19525800.txt:1 
obscurity	19525800.txt:3 
obsequious	19525800.txt:2 
obstinate	19525800.txt:2 
obviate	19525800.txt:1 
occasions	19525800.txt:1 
occupation	19525800.txt:4 
occupied	19525800.txt:6 
occupying	19525800.txt:1 
odd	19525800.txt:2 
odious	19525800.txt:1 
oer	19525800.txt:1 
ofdl	19525800.txt:1 
offence	19525800.txt:7 
offended	19525800.txt:5 
offered	19525800.txt:8 
omen	19525800.txt:1 
ominously	19525800.txt:2 
omission	19525800.txt:1 
on	19525800.txt:687 
once	19525800.txt:65 
onwards	19525800.txt:2 
opinions	19525800.txt:1 
oppressive	19525800.txt:1 
oranges	19525800.txt:1 
ordered	19525800.txt:9 
ordinary	19525800.txt:5 
orgies	19525800.txt:1 
oriental	19525800.txt:1 
orisons	19525800.txt:1 
orthodox	19525800.txt:1 
other	19525800.txt:94 
ought	19525800.txt:21 
outcries	19525800.txt:1 
outdone	19525800.txt:1 
outlines	19525800.txt:1 
outriders	19525800.txt:1 
outspread	19525800.txt:1 
overpowered	19525800.txt:3 
overset	19525800.txt:2 
overwearied	19525800.txt:1 
owe	19525800.txt:4 
owed	19525800.txt:1 
owned	19525800.txt:5 
pageant	19525800.txt:1 
painful	19525800.txt:2 
painted	19525800.txt:6 
palace	19525800.txt:3 
paper	19525800.txt:20 
pardon	19525800.txt:14 
parental	19525800.txt:1 
parfumeur	19525800.txt:1 
parrot	19525800.txt:2 
parson	19525800.txt:5 
particlerillness	19525800.txt:1 
partridges	19525800.txt:1 
passages	19525800.txt:6 
passengers	19525800.txt:1 
passionately	19525800.txt:3 
paste	19525800.txt:2 
pate	19525800.txt:1 
paternal	19525800.txt:3 
pathway	19525800.txt:1 
pattern	19525800.txt:1 
pedlers	19525800.txt:1 
peering	19525800.txt:1 
peevish	19525800.txt:1 
peewit	19525800.txt:1 
pel	19525800.txt:1 
perceive	19525800.txt:7 
perceptions	19525800.txt:1 
perched	19525800.txt:3 
perfectly	19525800.txt:13 
performance	19525800.txt:3 
performed	19525800.txt:2 
perfume	19525800.txt:1 
perfumed	19525800.txt:1 
permission	19525800.txt:1 
permitted	19525800.txt:9 
perplexed	19525800.txt:3 
persecuted	19525800.txt:3 
persecution	19525800.txt:1 
persisted	19525800.txt:1 
persisting	19525800.txt:1 
personage	19525800.txt:2 
persuasions	19525800.txt:2 
petition	19525800.txt:3 
philipsburg	19525800.txt:1 
phillips	19525800.txt:1 
picked	19525800.txt:1 
picking	19525800.txt:2 
pictured	19525800.txt:1 
pictures	19525800.txt:3 
pictus	19525800.txt:1 
piercing	19525800.txt:1 
pile	19525800.txt:2 
piled	19525800.txt:2 
piles	19525800.txt:1 
pilgrimage	19525800.txt:1 
pillions	19525800.txt:1 
pinched	19525800.txt:3 
pitied	19525800.txt:1 
plainly	19525800.txt:4 
plantationall	19525800.txt:1 
plates	19525800.txt:1 
playbook	19525800.txt:1 
played	19525800.txt:8 
playing	19525800.txt:8 
please	19525800.txt:15 
pleasure	19525800.txt:21 
plied	19525800.txt:1 
plum	19525800.txt:1 
plunged	19525800.txt:2 
pockets	19525800.txt:2 
pocketsize	19525800.txt:1 
poetaster	19525800.txt:1 
points	19525800.txt:2 
poised	19525800.txt:1 
poked	19525800.txt:1 
pope	19525800.txt:1 
popes	19525800.txt:1 
poplar	19525800.txt:1 
popular	19525800.txt:2 
portkiln	19525800.txt:2 
portlands	19525800.txt:1 
posies	19525800.txt:1 
positive	19525800.txt:2 
pouchpoor	19525800.txt:1 
pounded	19525800.txt:1 
pout	19525800.txt:1 
powdered	19525800.txt:4 
praise	19525800.txt:5 
prater	19525800.txt:1 
prayer	19525800.txt:9 
precipitate	19525800.txt:1 
precipitately	19525800.txt:1 
precision	19525800.txt:1 
preface	19525800.txt:1 
prefer	19525800.txt:1 
prefix	19525800.txt:1 
prejudiced	19525800.txt:3 
prepare	19525800.txt:5 
prepared	19525800.txt:7 
preserve	19525800.txt:2 
pretending	19525800.txt:1 
price	19525800.txt:2 
prime	19525800.txt:2 
primrose	19525800.txt:2 
princess	19525800.txt:1 
prisonere	19525800.txt:1 
proceeded	19525800.txt:5 
profited	19525800.txt:2 
progression	19525800.txt:1 
promiscuous	19525800.txt:1 
promising	19525800.txt:4 
promotion	19525800.txt:1 
prompt	19525800.txt:1 
pronounced	19525800.txt:5 
proper	19525800.txt:5 
property	19525800.txt:12 
proposed	19525800.txt:1 
proposes	19525800.txt:1 
protector	19525800.txt:1 
prove	19525800.txt:10 
provide	19525800.txt:2 
provided	19525800.txt:9 
provides	19525800.txt:1 
provincial	19525800.txt:2 
proviso	19525800.txt:1 
provocation	19525800.txt:1 
psalm	19525800.txt:2 
public	19525800.txt:5 
puffed	19525800.txt:1 
punctilious	19525800.txt:1 
pupils	19525800.txt:4 
purchase	19525800.txt:1 
purchased	19525800.txt:3 
puritan	19525800.txt:1 
purple	19525800.txt:1 
pursued	19525800.txt:3 
pursuit	19525800.txt:1 
pushed	19525800.txt:3 
pushing	19525800.txt:2 
quarrel	19525800.txt:2 
quartering	19525800.txt:1 
queer	19525800.txt:1 
quench	19525800.txt:2 
query	19525800.txt:1 
question	19525800.txt:14 
quick	19525800.txt:2 
quickest	19525800.txt:1 
quit	19525800.txt:3 
race	19525800.txt:3 
rain	19525800.txt:3 
rainbow	19525800.txt:1 
raising	19525800.txt:4 
ramillies	19525800.txt:1 
ran	19525800.txt:9 
rare	19525800.txt:8 
ratherif	19525800.txt:1 
rational	19525800.txt:3 
realised	19525800.txt:1 
really	19525800.txt:27 
realms	19525800.txt:1 
rear	19525800.txt:2 
rebuffs	19525800.txt:2 
rebuilt	19525800.txt:1 
receive	19525800.txt:14 
recipient	19525800.txt:1 
recognized	19525800.txt:1 
recollections	19525800.txt:1 
reconcile	19525800.txt:2 
recovering	19525800.txt:2 
redcomplexioned	19525800.txt:1 
redolent	19525800.txt:1 
reflection	19525800.txt:3 
refund	19525800.txt:1 
refusal	19525800.txt:8 
regale	19525800.txt:1 
regaled	19525800.txt:2 
regard	19525800.txt:4 
regards	19525800.txt:2 
regions	19525800.txt:1 
regret	19525800.txt:4 
regrets	19525800.txt:2 
regular	19525800.txt:7 
reigning	19525800.txt:1 
relations	19525800.txt:4 
remembered	19525800.txt:6 
remind	19525800.txt:3 
reminds	19525800.txt:1 
remiss	19525800.txt:1 
remove	19525800.txt:3 
removed	19525800.txt:7 
removing	19525800.txt:1 
rendered	19525800.txt:4 
renunciation	19525800.txt:3 
repaid	19525800.txt:1 
repel	19525800.txt:1 
repent	19525800.txt:2 
repents	19525800.txt:1 
reply	19525800.txt:19 
repose	19525800.txt:3 
reposed	19525800.txt:2 
representation	19525800.txt:2 
repressed	19525800.txt:7 
reserve	19525800.txt:1 
residence	19525800.txt:2 
respectable	19525800.txt:5 
respecting	19525800.txt:3 
respite	19525800.txt:2 
responding	19525800.txt:1 
rest	19525800.txt:24 
resting	19525800.txt:1 
restoration	19525800.txt:1 
retained	19525800.txt:4 
retribution	19525800.txt:1 
revealing	19525800.txt:3 
revere	19525800.txt:1 
reverend	19525800.txt:3 
reverse	19525800.txt:1 
reversed	19525800.txt:2 
reviewed	19525800.txt:1 
richardson	19525800.txt:1 
riders	19525800.txt:1 
rigby	19525800.txt:1 
riotous	19525800.txt:1 
risk	19525800.txt:3 
risks	19525800.txt:1 
rite	19525800.txt:1 
roadster	19525800.txt:1 
roar	19525800.txt:1 
robert	19525800.txt:2 
rocks	19525800.txt:1 
rode	19525800.txt:12 
rogue	19525800.txt:1 
rolfe	19525800.txt:5 
roll	19525800.txt:3 
rolling	19525800.txt:2 
rolls	19525800.txt:3 
romantic	19525800.txt:3 
roofed	19525800.txt:1 
roomy	19525800.txt:1 
rose	19525800.txt:24 
roses	19525800.txt:6 
rosy	19525800.txt:4 
rosycheeked	19525800.txt:1 
rouge	19525800.txt:1 
roundhand	19525800.txt:1 
royal	19525800.txt:9 
ruffles	19525800.txt:1 
ruin	19525800.txt:6 
ruinous	19525800.txt:1 
run	19525800.txt:8 
running	19525800.txt:8 
runs	19525800.txt:2 
sacrificing	19525800.txt:1 
saddlehorse	19525800.txt:1 
sadhearted	19525800.txt:1 
sadly	19525800.txt:8 
safely	19525800.txt:8 
sainted	19525800.txt:1 
salute	19525800.txt:2 
sanity	19525800.txt:3 
sarvice	19525800.txt:1 
sash	19525800.txt:2 
saturday	19525800.txt:1 
save	19525800.txt:26 
saved	19525800.txt:3 
saw	19525800.txt:55 
saybut	19525800.txt:2 
scare	19525800.txt:1 
scene	19525800.txt:6 
scent	19525800.txt:2 
scheme	19525800.txt:2 
schemes	19525800.txt:1 
scholarly	19525800.txt:1 
scolded	19525800.txt:1 
scouted	19525800.txt:1 
scrambling	19525800.txt:1 
scrivener	19525800.txt:2 
scuffle	19525800.txt:1 
seacaptain	19525800.txt:1 
seal	19525800.txt:4 
sealing	19525800.txt:1 
seals	19525800.txt:2 
season	19525800.txt:1 
seasoned	19525800.txt:1 
seasons	19525800.txt:2 
secondhand	19525800.txt:1 
secretly	19525800.txt:2 
seekers	19525800.txt:1 
seem	19525800.txt:14 
seeming	19525800.txt:5 
seems	19525800.txt:13 
seized	19525800.txt:1 
seldom	19525800.txt:1 
self	19525800.txt:1 
selfconcentrated	19525800.txt:1 
selfdefence	19525800.txt:1 
selfdevotion	19525800.txt:2 
semblancehave	19525800.txt:1 
send	19525800.txt:36 
sending	19525800.txt:9 
sends	19525800.txt:1 
sensibility	19525800.txt:1 
sentimental	19525800.txt:1 
seriously	19525800.txt:1 
served	19525800.txt:12 
serves	19525800.txt:1 
seul	19525800.txt:1 
seventeen	19525800.txt:2 
several	19525800.txt:7 
severer	19525800.txt:1 
sevres	19525800.txt:1 
sex	19525800.txt:3 
shafts	19525800.txt:2 
shaken	19525800.txt:2 
shame	19525800.txt:11 
shamefully	19525800.txt:1 
shaped	19525800.txt:1 
shapes	19525800.txt:1 
share	19525800.txt:8 
sheafs	19525800.txt:1 
shell	19525800.txt:8 
shelter	19525800.txt:3 
shilling	19525800.txt:1 
ship	19525800.txt:2 
shock	19525800.txt:10 
shoe	19525800.txt:4 
shoes	19525800.txt:9 
shone	19525800.txt:2 
shoon	19525800.txt:1 
shortly	19525800.txt:2 
shot	19525800.txt:4 
shouted	19525800.txt:3 
shouting	19525800.txt:3 
shower	19525800.txt:1 
shrewdness	19525800.txt:2 
shrieking	19525800.txt:1 
shrill	19525800.txt:1 
shrine	19525800.txt:1 
shrugging	19525800.txt:1 
shuddered	19525800.txt:5 
shutting	19525800.txt:1 
sick	19525800.txt:11 
side	19525800.txt:24 
sides	19525800.txt:6 
sifted	19525800.txt:1 
signature	19525800.txt:6 
signed	19525800.txt:2 
signification	19525800.txt:1 
silence	19525800.txt:14 
simpering	19525800.txt:2 
singed	19525800.txt:2 
singst	19525800.txt:1 
sit	19525800.txt:13 
sits	19525800.txt:2 
skilled	19525800.txt:1 
skim	19525800.txt:1 
slandered	19525800.txt:1 
slanting	19525800.txt:2 
slaves	19525800.txt:2 
sleet	19525800.txt:1 
sleeves	19525800.txt:1 
slender	19525800.txt:2 
sleptand	19525800.txt:1 
sling	19525800.txt:2 
sloeblack	19525800.txt:1 
sloping	19525800.txt:1 
slut	19525800.txt:1 
smallclothes	19525800.txt:1 
smallest	19525800.txt:3 
smart	19525800.txt:3 
smell	19525800.txt:2 
smelling	19525800.txt:1 
smiths	19525800.txt:1 
smock	19525800.txt:1 
snakelike	19525800.txt:1 
snatched	19525800.txt:1 
snatching	19525800.txt:1 
sniffing	19525800.txt:1 
snipping	19525800.txt:1 
snowy	19525800.txt:2 
so	19525800.txt:442 
soidisant	19525800.txt:1 
soldier	19525800.txt:8 
solely	19525800.txt:2 
solemn	19525800.txt:3 
solitary	19525800.txt:5 
some	19525800.txt:125 
somerset	19525800.txt:1 
somewhat	19525800.txt:21 
somewhere	19525800.txt:2 
son	19525800.txt:30 
sons	19525800.txt:10 
sore	19525800.txt:1 
sorrow	19525800.txt:7 
sorrowful	19525800.txt:3 
sorrowfully	19525800.txt:1 
sort	19525800.txt:18 
sorting	19525800.txt:2 
sorts	19525800.txt:3 
soul	19525800.txt:13 
souls	19525800.txt:1 
sowicked	19525800.txt:1 
spared	19525800.txt:2 
speaking	19525800.txt:13 
specious	19525800.txt:1 
speeds	19525800.txt:1 
spells	19525800.txt:1 
spinnet	19525800.txt:4 
spinney	19525800.txt:1 
spinning	19525800.txt:1 
spitfire	19525800.txt:1 
spoil	19525800.txt:1 
spoke	19525800.txt:22 
spout	19525800.txt:1 
sprats	19525800.txt:1 
spread	19525800.txt:5 
spring	19525800.txt:7 
spurned	19525800.txt:1 
st	19525800.txt:7 
stab	19525800.txt:1 
stained	19525800.txt:1 
stake	19525800.txt:1 
stalked	19525800.txt:1 
started	19525800.txt:9 
stately	19525800.txt:9 
steadily	19525800.txt:1 
steel	19525800.txt:4 
steersman	19525800.txt:1 
stems	19525800.txt:2 
stern	19525800.txt:4 
stiffly	19525800.txt:3 
stimulate	19525800.txt:1 
stipulations	19525800.txt:1 
stole	19525800.txt:1 
stool	19525800.txt:2 
stow	19525800.txt:1 
strained	19525800.txt:2 
strangelyshaped	19525800.txt:1 
stratagem	19525800.txt:2 
straw	19525800.txt:5 
strive	19525800.txt:1 
striven	19525800.txt:1 
stroke	19525800.txt:1 
strong	19525800.txt:23 
strongly	19525800.txt:4 
stronglybound	19525800.txt:1 
studied	19525800.txt:1 
stumble	19525800.txt:3 
stung	19525800.txt:1 
style	19525800.txt:3 
submission	19525800.txt:2 
subsided	19525800.txt:1 
suchlike	19525800.txt:1 
sufferer	19525800.txt:2 
sugar	19525800.txt:3 
sullen	19525800.txt:1 
sum	19525800.txt:3 
sunset	19525800.txt:3 
superintend	19525800.txt:2 
supping	19525800.txt:1 
supporting	19525800.txt:1 
surmises	19525800.txt:1 
surmounted	19525800.txt:1 
surplice	19525800.txt:1 
surrounding	19525800.txt:2 
suspense	19525800.txt:4 
swain	19525800.txt:2 
swear	19525800.txt:4 
swearing	19525800.txt:1 
sweetest	19525800.txt:8 
sweethearts	19525800.txt:1 
swelling	19525800.txt:1 
swoon	19525800.txt:5 
swords	19525800.txt:1 
system	19525800.txt:1 
t	19525800.txt:1 
tail	19525800.txt:1 
tailed	19525800.txt:1 
take	19525800.txt:117 
taken	19525800.txt:40 
takes	19525800.txt:3 
talons	19525800.txt:1 
tangible	19525800.txt:1 
tantalising	19525800.txt:1 
tape	19525800.txt:1 
tartly	19525800.txt:1 
tatler	19525800.txt:3 
teacup	19525800.txt:1 
teasing	19525800.txt:2 
tempered	19525800.txt:1 
temple	19525800.txt:7 
temples	19525800.txt:3 
temptations	19525800.txt:1 
tender	19525800.txt:12 
tenderhearted	19525800.txt:1 
termagant	19525800.txt:2 
terrace	19525800.txt:2 
terrified	19525800.txt:6 
testified	19525800.txt:1 
testily	19525800.txt:1 
thames	19525800.txt:3 
thanking	19525800.txt:2 
thanmy	19525800.txt:1 
the	19525800.txt:5033 
theme	19525800.txt:2 
themyes	19525800.txt:1 
then	19525800.txt:218 
theory	19525800.txt:1 
there	19525800.txt:339 
therebut	19525800.txt:1 
thethe	19525800.txt:1 
thick	19525800.txt:6 
thicken	19525800.txt:1 
thine	19525800.txt:2 
thinks	19525800.txt:3 
thomas	19525800.txt:1 
thoughtless	19525800.txt:2 
thread	19525800.txt:1 
threads	19525800.txt:1 
threatened	19525800.txt:3 
threatening	19525800.txt:2 
three	19525800.txt:47 
threecornered	19525800.txt:1 
throbbed	19525800.txt:1 
throwing	19525800.txt:3 
thrust	19525800.txt:2 
thunder	19525800.txt:1 
thundered	19525800.txt:1 
thy	19525800.txt:11 
tier	19525800.txt:1 
time	19525800.txt:149 
times	19525800.txt:16 
timrous	19525800.txt:1 
tin	19525800.txt:1 
tins	19525800.txt:1 
tipstaff	19525800.txt:2 
tired	19525800.txt:7 
tis	19525800.txt:12 
title	19525800.txt:8 
titledeeds	19525800.txt:2 
together	19525800.txt:34 
toilet	19525800.txt:1 
tolerablysized	19525800.txt:1 
tom	19525800.txt:2 
tormentor	19525800.txt:1 
torn	19525800.txt:3 
torrent	19525800.txt:2 
totally	19525800.txt:1 
tother	19525800.txt:2 
tough	19525800.txt:1 
toward	19525800.txt:2 
towards	19525800.txt:23 
tower	19525800.txt:3 
town	19525800.txt:20 
traced	19525800.txt:2 
traces	19525800.txt:4 
tragedy	19525800.txt:1 
trance	19525800.txt:1 
transcribers	19525800.txt:1 
translated	19525800.txt:1 
transparent	19525800.txt:1 
trash	19525800.txt:1 
travelled	19525800.txt:4 
tremble	19525800.txt:1 
trembling	19525800.txt:11 
trepidation	19525800.txt:1 
tresses	19525800.txt:2 
tribute	19525800.txt:1 
trick	19525800.txt:2 
trickling	19525800.txt:1 
tried	19525800.txt:20 
trinity	19525800.txt:1 
trinkets	19525800.txt:1 
